species,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,constriction,Env_refs,dimensions,ld50_mg,ld50_method,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,296,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.25,iv,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",44.3
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,296,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.5,ip,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,296,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.65,im,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,400.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.75,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,400.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.9,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,400.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.75,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,400.1,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.65,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,0,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.45,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,0,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.25,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,0,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.065,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_altirostris,131,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",483,0,9,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.15,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,303.2,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.04,iv,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",42.16
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,303.2,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.09,ip,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,303.2,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.2,im,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,400.1,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.4,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,400.1,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.7,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,400.1,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.7,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,400.1,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.8,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,35.6,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.04,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,35.6,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.06,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,35.6,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.3,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_corallinus,99,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",246,35.6,11,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.",terrestrial,no,"de Queiroz, A. & Rodrêguez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,0.5,im,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,9.6,90.4,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,296,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.45,iv,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",59.05
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,296,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.6,ip,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,296,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.75,im,mouse,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,400.1,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.85,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,400.1,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,1.1,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,400.1,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.85,ip,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,400.1,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,1.1,im,fish,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
Micrurus_frontalis,130,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",475,0,18,"Roze J.A. (1996) Coral snakes of the Americas. Biology, identification, and venoms. Krieger Publishing Company, Malabar, Florida.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois. ",terrestrial,no,"Niskanen, M. and Mappes, J., 2005. Significance of the dorsal zigzag pattern of Vipera latastei gaditana against avian predators. Journal of animal ecology, 74(6), pp.1091-1101.",1,0.25,ip,lizard,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",0,0,0,100,0,0,0,no,"da Silva, N.J. and Aird, S.D., 2001. Prey specificity, comparative lethality and compositional differences of coral snake venoms. Comparative Biochemistry and Physiology Part C: Toxicology & Pharmacology, 128(3), pp.425-456.",NA
